record_id,Duplicate_1,Duplicate_2,Duplicate_3,redcap_event_name,redcap_survey_identifier,student_survey_timestamp,group,group_value,list_discipline,list_year_enrolled,advanced,student_survey_new_participant_timestamp,advanced_nu,milestones_cogsci,milestones_cogsci_nu,milestones_psysci,milestones_psysci_nu,enjoy,enjoy_nu,good,good_nu,nonexperts,nonexperts_nu,discouraged,discouraged_nu,writers_block,writers_block_nu,inspired,inspired_nu,cant_start,cant_start_nu,rejection,rejection_nu,rcv_fdbk,rcv_fdbk_nu,gv_fdbk,gv_fdbk_nu,timeblock,timeblock_j22_nu,hours,hours_j22_nu,conference_submit,conference_submit_nu,conference_accept,conference_accept_nu,perma_hap,perma_hap_nu
125,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,4,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
125,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:19,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,3,NaN,6,NaN,7,NaN,6,NaN,4,NaN,6,NaN,6,NaN,6,NaN,2,NaN,6,NaN,40,NaN,0,NaN,5,NaN,5,NaN,70,NaN
126,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
126,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:05,5,NaN,NaN,NaN,0,06/21/0022 11:36,1,NaN,NaN,4,5,5,5,5,4,6,5,6,6,7,6,4,4,4,3,2,2,5,4,5,6,30,15,10,10,1,4,1,4,72,54
127,279,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,5,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 15:05,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,6,NaN,2,NaN,5,NaN,3,NaN,4,NaN,3,NaN,2,NaN,5,NaN,10,NaN,15,NaN,2,NaN,2,NaN,68,NaN
128,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,5,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
128,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:09,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,3,NaN,4,NaN,7,NaN,3,NaN,2,NaN,2,NaN,2,NaN,3,NaN,5,NaN,100,NaN,10,NaN,2,NaN,2,NaN,22,NaN
129,294,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,2,100,NaN,NaN,0,NaT,NaN,NaN,NaN,1,NaN,2,NaN,5,NaN,5,NaN,5,NaN,5,NaN,4,NaN,5,NaN,2,NaN,3,NaN,7,NaN,60,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,345,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:03,5,NaN,NaN,NaN,0,01/01/0000 00:00,0,NaN,NaN,1,2,6,6,5,6,4,6,4,7,4,4,4,3,4,3,5,2,3,4,5,6,20,20,3,5,2,NaN,1,NaN,69,NaN
130,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 11:54,0,NaN,NaN,NaN,2,NaN,6,NaN,6,NaN,6,NaN,5,NaN,3,NaN,2,NaN,2,NaN,2,NaN,3,NaN,6,NaN,15,NaN,8,NaN,5,NaN,5,NaN,50
131,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:09,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,6,NaN,6,NaN,4,NaN,2,NaN,4,NaN,2,NaN,6,NaN,2,NaN,2,NaN,6,NaN,100,NaN,5,NaN,2,NaN,2,NaN,70,NaN
132,182,305,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:06,NaN,100,NaN,NaN,0,NaT,NaN,NaN,NaN,2,NaN,6,NaN,6,NaN,5,NaN,2,NaN,3,NaN,2,NaN,4,NaN,1,NaN,1,NaN,5,NaN,20,NaN,12,NaN,2,NaN,2,NaN,95,NaN
132,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:20,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,2,NaN,7,NaN,7,NaN,6,NaN,6,NaN,4,NaN,3,NaN,3,NaN,2,NaN,2,NaN,5,NaN,45,NaN,6,NaN,0,NaN,0,NaN,61,NaN
134,251,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
134,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:10,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,6,NaN,5,NaN,7,NaN,7,NaN,5,NaN,2,NaN,1,NaN,1,NaN,6,NaN,15,NaN,0,NaN,2,NaN,2,NaN,69,NaN
135,277,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:13,3,36,NaN,NaN,0,06/22/0022 00:26,1,NaN,NaN,4,5,5,5,2,5,5,4,7,6,6,5,4,4,5,3,6,5,4,5,3,5,60,60,8,4,4,2,4,2,9,37
135,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/24/0022 09:52,1,NaN,NaN,NaN,5,NaN,6,NaN,3,NaN,5,NaN,6,NaN,5,NaN,4,NaN,3,NaN,5,NaN,5,NaN,5,NaN,60,NaN,4,NaN,2,NaN,2,NaN,36
136,343,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:23,5,NaN,NaN,NaN,0,01/01/0000 00:00,1,NaN,NaN,4,5,4,5,5,5,6,7,6,6,6,6,7,6,5,3,3,2,5,6,6,7,30,25,10,30,0,NaN,0,NaN,55,NaN
136,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 12:01,1,NaN,NaN,NaN,5,NaN,5,NaN,3,NaN,7,NaN,6,NaN,6,NaN,6,NaN,3,NaN,2,NaN,7,NaN,6,NaN,25,NaN,25,NaN,0,NaN,0,NaN,61
137,311,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:12,3,100,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,7,NaN,6,NaN,4,NaN,4,NaN,5,NaN,7,NaN,5,NaN,4,NaN,20,NaN,5,NaN,0,NaN,0,NaN,67,NaN
138,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:12,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,7,NaN,7,NaN,7,NaN,4,NaN,5,NaN,4,NaN,3,NaN,7,NaN,45,NaN,35,NaN,3,NaN,3,NaN,52,NaN
139,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
139,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:03,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140,285,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:14,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,1,NaN,6,NaN,6,NaN,7,NaN,5,NaN,5,NaN,4,NaN,4,NaN,3,NaN,3,NaN,5,NaN,20,NaN,0,NaN,0,NaN,0,NaN,58,NaN
140,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/27/0022 06:03,0,NaN,NaN,NaN,2,NaN,6,NaN,5,NaN,6,NaN,5,NaN,5,NaN,4,NaN,5,NaN,1,NaN,4,NaN,6,NaN,15,NaN,2,NaN,2,NaN,2,NaN,70
141,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,1,NaT,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:24,3,90,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,6,NaN,5,NaN,6,NaN,7,NaN,7,NaN,7,NaN,3,NaN,6,NaN,6,NaN,4,NaN,15,NaN,20,NaN,0,NaN,0,NaN,65,NaN
143,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,30,236,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:42,2,64,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,5,NaN,6,NaN,4,NaN,4,NaN,3,NaN,1,NaN,3,NaN,1,NaN,6,NaN,30,NaN,5,NaN,0,NaN,0,NaN,50,NaN
145,154,273,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
145,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
146,271,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,5,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
146,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:16,3,70,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,5,NaN,7,NaN,6,NaN,5,NaN,7,NaN,7,NaN,7,NaN,4,NaN,4,NaN,6,NaN,60,NaN,10,NaN,1,NaN,1,NaN,45,NaN
147,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:07,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,281,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:20,4,90,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,6,NaN,4,NaN,5,NaN,6,NaN,3,NaN,2,NaN,6,NaN,5,NaN,1,NaN,2,NaN,60,NaN,5,NaN,1,NaN,1,NaN,44,NaN
148,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
151,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
151,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:03,NaN,100,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,5,NaN,6,NaN,6,NaN,6,NaN,3,NaN,5,NaN,3,NaN,4,NaN,4,NaN,20,NaN,10,NaN,1,NaN,0,NaN,62,NaN
152,255,339,340,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,6,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152,NaN,NaN,NaN,sept_2021_arm_1,NaN,10/04/0021 09:30,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,4,NaN,5,NaN,7,NaN,7,NaN,7,NaN,7,NaN,6,NaN,7,NaN,2,NaN,60,NaN,5,NaN,0,NaN,0,NaN,49,NaN
152,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 10:54,0,NaN,NaN,NaN,NaN,NaN,6,NaN,5,NaN,6,NaN,7,NaN,7,NaN,7,NaN,7,NaN,6,NaN,4,NaN,3,NaN,79,NaN,10,NaN,2,NaN,1,NaN,68
153,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
153,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:47,3,100,NaN,NaN,0,01/01/0000 00:00,0,NaN,NaN,NaN,NaN,3,5,6,6,7,6,7,7,6,5,7,6,6,7,4,5,5,7,3,6,25,5,5,5,1,NaN,1,NaN,23,NaN
154,145,273,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:49,3,28,NaN,NaN,0,NaT,NaN,NaN,NaN,4,NaN,5,NaN,5,NaN,5,NaN,6,NaN,6,NaN,5,NaN,3,NaN,3,NaN,3,NaN,4,NaN,60,NaN,5,NaN,0,NaN,0,NaN,70,NaN
155,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,83,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,5,NaN,2,NaN,4,NaN,5,NaN,3,NaN,2,NaN,1,NaN,5,NaN,30,NaN,10,NaN,1,NaN,1,NaN,NaN,NaN
156,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:55,NaN,83,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,7,NaN,7,NaN,6,NaN,5,NaN,6,NaN,7,NaN,2,NaN,4,NaN,7,NaN,20,NaN,10,NaN,3,NaN,3,NaN,39,NaN
157,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:58,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,7,NaN,6,NaN,5,NaN,5,NaN,3,NaN,3,NaN,3,NaN,2,NaN,5,NaN,60,NaN,2,NaN,0,NaN,0,NaN,69,NaN
158,264,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
